Gene_acc,Gene_id,log_FDR,srank,desc2,BSF_rank2,Log_Intensity
583,Tb927.10.8950,0.019101677,2.692636,kinetoplast-associated protein 4 isoform 1,2516.5,8.696897827
588,Tb927.5.2770,0.019101677,2.678705,"SET domain containing protein, putative",2171,8.44811862
592,Tb927.10.7280,0.019101677,2.665231,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative",1913,8.76052049
593,Tb927.11.3840,0.019101677,2.663642,"hypothetical protein, conserved",4533,7.02031984
596,Tb927.9.13990,0.019101677,2.657051,"RNA-binding protein, putative",479,9.655445791
597,Tb927.11.810,0.019101677,2.651466,"hypothetical protein, conserved",2113,8.900787563
598,Tb927.9.7250,0.019101677,2.645501,"hypothetical protein, conserved",4367,8.226316297
601,Tb927.4.5110,0.019101677,2.639521,kinetoplastid kinetochore protein 8,3931,8.336379672
604,Tb927.11.16830,0.019101677,2.628698,"Rab-like 5, small G protein",776,8.739026167
607,Tb927.11.10280,0.019101677,2.623675,"metallo-peptidase, Clan MC, Family M14, putative",4173,7.589234492
610,Tb927.10.10380,0.019101677,2.612835,"ATP-dependent DEAD/H RNA helicase, putative",3851,7.273857435
611,Tb927.4.1600,0.019101677,2.605751,"AAA domain containing protein, putative",2440,8.056942946
612,Tb927.8.4400,0.019101677,2.597349,"Outer dynein arm docking complex protein 1, putative",1041,7.575638076
613,Tb927.5.1690,0.019101677,2.593304,"hypothetical protein, conserved",1569.5,8.540291926
614,Tb927.9.3440,0.019101677,2.591594,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",2006,6.811407422
615,Tb927.11.13380,0.019101677,2.585629,"ATP-dependent helicase, putative",2327,8.673417216
617,Tb927.11.7390,0.019101677,2.579135,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit, putative",5894,7.02514195
621,Tb927.6.3790,0.019101677,2.552546,"valosin-containing protein homolog, putative",4410,8.484769478
623,Tb927.6.2190,0.019101677,2.548763,"hypothetical protein, conserved",4463,6.769886659
624,Tb927.9.2050,0.019101677,2.545914,"membrane protein YIP1, putative",3081,8.663587862
626,Tb927.10.420,0.019101677,2.540723,Exocyst complex component EXO99,4169,7.3544542
627,Tb927.11.2510,0.019101677,2.536663,"NUC173 domain containing protein, putative",3237,8.308799104
628,Tb927.10.15540,0.019101677,2.536596,predicted VPS53-like domain protein,3146,8.680090644
631,Tb927.11.700,0.019101677,2.5222,"hypothetical protein, conserved",5754.5,7.948931071
635,Tb927.9.14480,0.019101677,2.501306,"dynein-associated protein, putative",853,7.274896445
636,Tb927.8.1270,0.019101677,2.498002,Nucleolar protein 54,2800,8.560372972
638,Tb927.6.2000,0.019101677,2.490856,"spliceosome-associated protein, putative",3016,8.990676212
640,Tb927.10.5140,0.019101677,2.477883,Mitogen-activated protein kinase 6,896,9.241098009
641,Tb927.10.8590,0.019101677,2.476602,flagellum transition zone component,3370.5,7.682370743
642,Tb927.3.980,0.019101677,2.476437,"hypothetical protein, conserved",2013,7.519289712
644,Tb927.11.5270,0.019101677,2.47221,"ubiquitin carboxyl-terminal hydrolase, putative",3561,7.291657396
647,Tb927.10.13610,0.019101677,2.460321,"zinc-finger of a C2HC-type/Double zinc ribbon, putative",2401,7.610585645
648,Tb927.6.1470,0.019101677,2.455257,"hypothetical protein, conserved",1416,8.849302685
650,Tb927.11.12630,0.019101677,2.44574,"hypothetical protein, conserved",2888,7.069038765
651,Tb927.8.1140,0.019101677,2.444655,"hypothetical protein, conserved",2799,7.562685337
652,Tb927.7.6950,0.019101677,2.444402,"hypothetical protein, conserved",3160,7.653704435
653,Tb927.10.12490,0.019101677,2.443971,"kinesin, putative",2676,7.931859433
654,Tb927.6.670,0.019101677,2.443149,exosome complex component RRP45,3981,6.946771482
655,Tb927.7.1050,0.019101677,2.441336,"40S ribosomal protein S16, putative",367.5,10.05242459
657,Tb927.11.4460,0.019101677,2.434867,ALBA-Domain Protein,550,8.502713824
660,Tb927.6.5130,0.019101677,2.428777,"60S acidic ribosomal protein P2, putative",473.5,9.223028427
662,Tb927.8.6640,0.019101677,2.42232,"Male sterility protein, putative",2146,6.570391144
663,Tb927.10.6800,0.019101677,2.42129,"developmentally regulated GTP-binding protein, putative",786,7.480395046
666,Tb927.2.3400,0.019101677,2.413616,"hypothetical protein, conserved",3713,8.454265414
670,Tb927.10.3640,0.019101677,2.389388,"nuclear transmembrane protein, putative",1701,7.883752258
671,Tb927.11.7920,0.019101677,2.386225,SUMO-interacting motif-containing protein,6806,7.364888545
673,Tb927.11.4530,0.019101677,2.384513,N-acetyltransferase subunit ARD1,2626,7.683506319
674,Tb927.9.7770,0.019101677,2.377315,spermidine synthase,285,7.00548081
676,Tb927.11.2600,0.019101677,2.371935,"hypothetical protein, conserved",2135,8.129528774
682,Tb927.6.2880,0.019101677,2.349811,"kinesin, putative",2110,8.623125189
685,Tb927.3.3670,0.019101677,2.340452,Triple RNA binding domain protein 3,2346,8.150480122
687,Tb927.11.10200,0.019101677,2.331808,"hypothetical protein, conserved",1402,7.566201719
689,Tb927.1.2770,0.019101677,2.322617,"hypothetical protein, conserved",6383,7.44410728
692,Tb927.9.1400,0.019101677,2.314105,"kynurenine 3-monooxygenase, putative",6162,6.942563594
698,Tb927.7.5530,0.019101677,2.282069,"hypothetical protein, conserved",2859,7.454616224
699,Tb927.7.6470,0.019101677,2.276104,"metallo-peptidase, Clan MK, Family M67",3726,7.281374302
700,Tb11.01.2730,0.019101677,2.275771,"hypothetical protein, conserved",2151,7.97820335
702,Tb927.11.2640,0.019101677,2.273795,Nucleolar protein 53,3703,8.423589896
708,Tb927.1.2670,0.019101677,2.254337,paralyzed flagella 16,476,7.632538272
710,Tb927.4.3020,0.019101677,2.244391,"ATP-dependent DEAH-box RNA helicase, putative",5610,6.975767166
711,Tb927.10.5030,0.019101677,2.241652,"ubiquitin/ribosomal protein S27a, putative",815.5,9.624653305
713,Tb927.3.2050,0.019101677,2.235075,Minicircle replication factor 172,1996,9.758662139
714,Tb927.9.4190,0.019101677,2.228094,fatty acyl CoA syntetase 1,837,8.503273033
715,Tb927.10.8930,0.019101677,2.210397,"paraflagellar rod component, putative",824,6.883019454
721,Tb927.9.9780,0.019101677,2.18679,"peptidyl-prolyl cis-trans isomerase (cyclophilin- 40), putative",721,7.717071063
723,Tb927.10.5670,0.019029071,2.178958,"N-acetyltransferase subunit Nat1, putative",966,8.460837729
725,Tb927.11.7590,0.019029071,2.17823,"hypothetical protein, conserved",5220,8.288159763
728,Tb927.1.2580,0.019029071,2.170572,exosome-associated protein 1,3089,7.032779879
731,Tb927.3.2470,0.019029071,2.15671,Pumilio homology domain family member 8,2680,8.412662107
733,Tb927.5.4400,0.019029071,2.154714,"hypothetical protein, conserved",2289.5,7.058805487
737,Tb927.10.13320,0.019029071,2.152204,"DNA-directed RNA polymerase II/III subunit, putative",2429,7.836583602
738,Tb927.11.9550,0.019029071,2.151556,"replication factor C, subunit 4, putative",2136,9.212932992
740,Tb927.10.4200,0.019029071,2.149571,"hypothetical protein, conserved",4892,8.861952375
745,Tb927.3.3900,0.019029071,2.12782,"carnitine O-palmitoyltransferase II, putative",1271,8.828608345
749,Tb927.7.6640,0.019029071,2.115353,"hypothetical protein, conserved",1466,8.078927834
752,Tb927.11.3030,0.019029071,2.102592,"phosphoribosylpyrophosphate synthetase, putative",991,8.558156354
754,Tb927.7.4100,0.017448376,2.08249,"Domain of unknown function (DUF4201), putative",2161,7.692291584
755,Tb927.2.3480,0.017448376,2.08197,"transcription elongation factor s-II, putative",3541,7.875460631
757,Tb927.10.11260,0.017294689,2.076705,"SSU ribosomal protein, mitochondrial, putative",6904,8.475889007
758,Tb927.11.15450,0.016486473,2.067551,Basal body protein,4113,10.17239858
762,Tb927.3.4260,0.016405283,2.057269,Acetyl-CoA hydrolase,3592,8.459814513
763,Tb927.11.11010,0.016405283,2.057138,"hypothetical protein, conserved",352,9.726099351
764,Tb927.11.1210,0.016405283,2.056559,"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative",3202,8.043205039
765,Tb927.11.5650,0.016405283,2.056433,"replication factor C, subunit 1, putative",2062,9.17078959
772,Tb927.11.13860,0.016405283,2.042517,"hypothetical protein, conserved",3775,7.319896859
774,Tb927.10.3030,0.016405283,2.037389,proteasome regulatory non-ATPase subunit 11,950.5,9.708233884
777,Tb927.7.4420,0.015661747,2.013055,"proteasome alpha 3 subunit, putative",797,7.16716959
783,Tb927.10.3210,0.015517694,1.99821,"delta-1-pyrroline-5-carboxylate dehydrogenase, putative",193,9.426136989
786,Tb927.8.3690,0.015517694,1.989878,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative",1051,8.999926164
787,Tb927.11.16410,0.015517694,1.987376,"enolase, putative",3126,7.869143678
788,Tb927.8.2620,0.015517694,1.984877,SUMO-interacting motif-containing protein,1988,8.557170222
789,Tb927.7.1600,0.014847573,1.978336,"C-1-tetrahydrofolate synthase, cytoplasmic, putative",4161,7.488296834
792,Tb927.10.6240,0.013358126,1.963718,"ras-like small GTPase, putative",4567,6.778180202
793,Tb927.9.12990,0.013223788,1.960213,"hypothetical protein, conserved",1674.5,7.60525116
794,Tb927.11.8350,0.013223788,1.959703,"katanin p60 ATPase containing subunit A, putative",3264,8.20265176
795,Tb927.8.2250,0.013058163,1.95465,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative",1109,7.648008529
799,Tb927.5.2100,0.011985367,1.939449,"RNA-binding protein, putative",4211,8.817056081
801,Tb927.11.12050,0.011548069,1.934365,"hypothetical protein, conserved",3582,8.897302624
806,Tb927.11.6510,0.011378623,1.919673,"40S ribosomal protein S21, putative",1106.5,9.935990666
815,Tb927.10.15210,0.011378623,1.899289,nuclear cap binding complex subunit CBP30,2983,7.602472375
818,Tb927.7.6790,0.011378623,1.893604,"hypothetical protein, conserved",3583,7.898428971
820,Tb927.10.13540,0.011378623,1.891262,"RNA-binding protein, putative",3480,8.507086408
822,Tb927.3.2190,0.011378623,1.885965,Capping enzyme RNA triphosphatase 1,2817,7.15384534
823,Tb927.6.2860,0.011378623,1.881731,"WD domain, G-beta repeat, putative",1151,8.329092647
824,Tb927.11.2610,0.011378623,1.881506,"hypothetical protein, conserved",129,9.645834751
825,Tb927.4.4490,0.011378623,1.879617,multidrug resistance protein E,1130,8.616191843
828,Tb927.11.4450,0.011378623,1.874081,ALBA-Domain Protein,398,8.782264744
830,Tb927.11.8410,0.011378623,1.870461,"hypothetical protein, conserved",4118,6.920175522
831,Tb927.11.9710,0.011378623,1.863229,"60S ribosomal protein L10a, putative",327.5,10.0905402
832,Tb927.3.1590,0.011378623,1.862861,mitochondrial RNA binding complex 1 subunit,869,9.781927623
834,Tb927.7.5180,0.011378623,1.860849,"60S ribosomal protein L23a, putative",371.5,10.1321636
835,Tb927.8.5490,0.011378623,1.856207,"Nucleolar protein,Nop52, putative",3085,7.079940597
836,Tb927.5.2530,0.011378623,1.854704,RNA cytidine acetyltransferase,1796,8.587138262
839,Tb927.3.1740,0.011378623,1.851666,"hypothetical protein, conserved",1686,7.553446086
840,Tb927.9.13280,0.011378623,1.851528,Double RNA binding domain protein 9,3683,7.817657903
844,Tb927.11.3870,0.011378623,1.842694,"katanin, putative",1698,7.316201069
845,Tb927.7.5410,0.011378623,1.841893,"hypothetical protein, conserved",3905.5,7.825094915
846,Tb927.8.2390,0.011378623,1.839194,"hypothetical protein, conserved",4908,8.55929603
847,Tb927.10.170,0.011378623,1.837771,"pseudouridine synthase, Cbf5p",1059,8.178574103
852,Tb927.9.11830,0.011378623,1.830718,"hypothetical protein, conserved",6166,7.864428011
857,Tb927.11.11725,0.011378623,1.82069,ribosomal protein S14p/S29e,576.5,9.139438274
860,Tb927.10.11520,0.011378623,1.81619,mitochondrial import inner membrane translocase subunit tim13,3282,7.612953304
861,Tb927.10.5450,0.011378623,1.809623,ISWI complex protein,1436,8.252148855
863,Tb927.8.1600,0.011378623,1.805291,"lysyl-tRNA synthetase, putative",6220,8.230627712
864,Tb927.11.10540,0.011378623,1.79742,"hypothetical protein, conserved",629,7.88916719
865,Tb927.1.3070,0.011378623,1.796985,"hypothetical protein, conserved",3099,10.47522068
866,Tb927.8.7510,0.011378623,1.795631,"p-nitrophenylphosphatase, putative",2872,6.396774537
867,Tb927.6.4540,0.011378623,1.794344,"3-hydroxy-3-methylglutaryl-CoA reductase, putative",3259,8.830742601
868,Tb927.8.1945,0.011378623,1.790977,hypothetical protein,2691,7.924325815
870,Tb927.11.7240,0.011378623,1.7849,nexin-dynein regulatory complex 2,1676.5,7.56729698
871,Tb927.3.1370,0.011378623,1.784801,"40S ribosomal protein S25, putative",477.5,9.660125219
873,Tb927.11.11480,0.011378623,1.77617,"Trichohyalin, putative",2543,8.9983073
874,Tb927.8.2000,0.011378623,1.77133,"cyclophilin, putative",1212,7.620396345
876,Tb927.4.5120,0.011276096,1.761656,"hypothetical protein, conserved",4074,8.25437887
880,Tb927.1.1370,0.011124578,1.754842,"rRNA biogenesis protein, putative",3086.5,7.649247212
881,Tb927.11.5520,0.011124578,1.753082,triosephosphate isomerase,136,7.551876763
882,Tb927.10.15660,0.011124578,1.751523,"hypothetical protein, conserved",1788,8.748389617
885,Tb927.11.2300,0.011124578,1.747069,"eukaryotic peptide chain release factor subunit 1, putative",894,8.768586308
888,Tb927.11.14950,0.011124578,1.74264,zinc finger protein 2,1194,8.878142484
892,Tb927.10.14770,0.011124578,1.733144,Associated kinase of Tb14-3-3,952,7.928482907
893,Tb927.9.6130,0.011124578,1.732139,"calmodulin, putative",995,6.420269384
894,Tb927.7.3030,0.011124578,1.728807,"hypothetical protein, conserved",5745.5,7.904076885
895,Tb927.10.1090,0.011124578,1.727738,"40S ribosomal protein S23, putative",651.5,9.969019648
897,Tb927.6.1460,0.011124578,1.724464,cyclin 3,3674,6.950982749
898,Tb927.10.13800,0.011124578,1.721845,"hypothetical protein, conserved",1399,10.53060946
899,Tb927.5.3240,0.011124578,1.719935,"hypothetical protein, conserved",2897,8.213092551
900,Tb927.5.2440,0.011124578,1.718143,"Centrosomal protein of 164 kDa, putative",5202,7.147614499
901,Tb927.10.2890,0.011124578,1.71761,enolase,19.5,10.4315889
902,Tb927.7.3700,0.011124578,1.71292,"hypothetical protein, conserved",2208,8.636367521
903,Tb927.7.5150,0.011124578,1.712692,"hypothetical protein, conserved",3738,6.990130095
904,Tb927.7.6260,0.011124578,1.707574,"TPR repeat, putative",1365,6.735183567
906,Tb927.2.6090,0.011124578,1.70178,60S ribosomal protein L44,860.5,9.637639805
907,Tb927.9.5020,0.011124578,1.696168,"HMG-box domain containing protein, putative",4200,7.687823147
908,Tb927.2.4110,0.011124578,1.695637,Mitochondrial-processing peptidase subunit alpha,1787,8.018076064
909,Tb927.10.13270,0.011124578,1.694839,"Periodic tryptophan protein 2 homolog, putative",3744.5,7.332216206
911,Tb927.3.4360,0.011124578,1.690515,"40S ribosomal protein S15A, putative",529.5,9.712397131
912,Tb927.3.3270,0.011124578,1.690391,"ATP-dependent 6-phosphofructokinase, glycosomal",40,10.68995671
915,Tb927.5.2420,0.011124578,1.682055,"NOL1/NOP2/sun family, putative",6800,7.573857515
918,Tb927.5.1130,0.011124578,1.676124,"hypothetical protein, conserved",5608,6.582949238
919,Tb927.11.870,0.011124578,1.672058,mitochondrial ribosomal protein l23,5174,7.591876757
920,Tb927.2.1120,0.011124578,1.669583,"retrotransposon hot spot protein 4 (RHS4), point mutation",4201,7.854287819
922,Tb927.10.16110,0.011124578,1.66862,component of motile flagella 1,1278.5,8.942821283
926,Tb927.7.2940,0.011035475,1.657473,"histone H2A, putative",119,8.781941974
927,Tb927.10.7610,0.010212134,1.652686,"NADH-ubiquinone oxidoreductase complex I subunit, putative",3246,8.862656034
929,Tb927.7.4150,0.010212134,1.651954,"hypothetical protein, conserved",3196,6.536773012
930,Tb927.8.3950,0.010212134,1.65174,"hypothetical protein, conserved",1857,6.835081498
931,Tb927.4.2920,0.010212134,1.649242,"hypothetical protein, conserved",1824,6.952913467
932,Tb927.10.6680,0.010212134,1.648348,member of the NOL1/NOP2/sun family of proteins,3158,7.738360326
933,Tb927.11.12750,0.010212134,1.641976,cleavage and polyadenylation specificity factor 30 kDa subunit,2761.5,8.3526648
934,Tb927.10.3150,0.009865463,1.637876,"N-acetyltransferase, putative",2089,8.24743313
936,Tb927.10.9700,0.009736643,1.633645,Flagellum attachment zone protein 22,1534.5,8.340126706
938,Tb927.11.10370,0.009736643,1.631604,glycosyl hydrolase-like protein,3131,7.468170031
939,Tb927.10.15170,0.009736643,1.629791,"hypothetical protein, conserved",2839,7.779293389
940,Tb927.11.3650,0.008410687,1.620147,"adenylosuccinate synthetase, putative",189.5,8.253071336
947,Tb927.4.1660,0.007579044,1.607436,"mitochondrial carrier protein, putative",2918,7.716504164
948,Tb927.11.14190,0.007579044,1.607267,"Staphylococcal nuclease homologue/Tudor domain containing protein, putative",457,7.947188566
950,Tb927.10.7810,0.007579044,1.605464,"Pre-rRNA-processing protein ESF1, putative",2535,8.287196878
955,Tb927.8.7800,0.007579044,1.588931,"hypothetical protein, conserved",3960,7.038699623
956,Tb927.9.9410,0.007579044,1.587801,inositol phosphorylceramide synthase,3333.5,6.443779139
957,Tb927.11.16400,0.007269796,1.583065,"kinetoplast-associated protein 3, putative",1669,9.076494805
958,Tb927.4.3310,0.007066696,1.580317,"TPR repeat/SET domain containing protein, putative",2709,8.186504298
959,Tb927.11.8200,0.007066696,1.580012,"ribosomal protein S26, putative",648,9.607948016
961,Tb927.11.5190,0.006607863,1.5735,"leucine-rich repeat protein (LRRP), putative",2052,8.812773023
963,Tb927.10.9950,0.006607863,1.571902,"hypothetical protein, conserved",4735,7.403669479
970,Tb927.11.2340,0.005326582,1.55299,"hypothetical protein, conserved",2717,8.049334336
973,Tb927.5.1790,0.005326582,1.551213,"Mitochondrial SSU ribosomal protein, putative",6146,7.65724713
976,Tb927.6.3820,0.005326582,1.544776,"hypothetical protein, conserved",2891,6.814700305
